"status_id","corpus_user_id","Gender"
"1054718897478402048",1094,"m"
"1115487486262771713",1094,"m"
"1114029899373666304",225,"z"
"1055467237753212928",225,"z"
"1092399874694397952",225,"z"
"1055137381442088965",225,"z"
"1054430138807541761",225,"z"
"1115487000931344384",225,"z"
"1052907151662952448",225,"z"
"1087336743571988481",225,"z"
"1053197663578005505",225,"z"
"1054446439227682816",225,"z"
"1059446066200887296",225,"z"
"1059185538303975426",225,"z"
"1080746890692567040",225,"z"
"1113894006545702918",225,"z"
"1054612885673033728",225,"z"
"1056873211692908544",225,"z"
"1113683091481157632",225,"z"
"1092452580129759233",225,"z"
"1115252323146661888",225,"z"
"1059550880213667840",225,"z"
"1096070203149033472",225,"z"
"1059185553671897088",225,"z"
"1053383787126685696",225,"z"
"1114176887243399169",225,"z"
"1055404582514384896",225,"z"
"1060100972398157824",225,"z"
"1054132757784395776",225,"z"
"1092156504004792320",225,"z"
"1074581707448352768",225,"z"
"1054446503404679175",225,"z"
"1053012846483652608",225,"z"
"1066944892100857856",225,"z"
"1054426828855746560",225,"z"
"1087605784525955072",225,"z"
"1092324375963955200",225,"z"
"1058652712047403008",225,"z"
"1067431209427324929",225,"z"
"1114149181818658817",225,"z"
"1053723650589900800",225,"z"
"1083301575454535681",225,"z"
"1054376699897491457",225,"z"
"1114226193543331842",225,"z"
"1055431475410206726",225,"z"
"1053148737734877184",225,"z"
"1052801963040096256",225,"z"
"1087447734884491265",225,"z"
"1113788307140308992",225,"z"
"1115354135551971330",460,"m"
"1115300459668021249",657,"m"
"1096072326645514241",657,"m"
"1113822652894973952",1619,"m"
"1114037772942180352",1619,"m"
"1092335399320596480",1619,"m"
"1115286333654695938",1619,"m"
"1054573202737954816",1619,"m"
"1087600173214240768",1619,"m"
"1059095919612825606",1619,"m"
"1059375365699919872",1619,"m"
"1059186567321997314",1619,"m"
"1066947719107944449",1619,"m"
"1113908562789584898",1619,"m"
"1113710526914289665",1841,"i"
"1073251101430988800",1841,"i"
"1066838754437021701",1841,"i"
"1083278441762471936",1841,"i"
"1087303288909897728",1841,"i"
"1115261595679166464",1841,"i"
"1087618955571855361",1458,"m"
"1053205981591678976",1458,"m"
"1115259680845193216",1458,"m"
"1053744692922322944",1458,"m"
"1053063754211045376",1458,"m"
"1067438689582759937",1458,"m"
"1059483835329642497",1458,"m"
"1083292411227525122",1458,"m"
"1055437785400778752",1458,"m"
"1115251610026954760",369,"i"
"1114165847457714177",1373,"i"
"1059443805164892160",,
"1114154441337233409",,
"1114137597301932032",110,"i"
"1114137399095910401",1343,"i"
"1114036340696518656",1729,"f"
"1098470536554991617",544,"m"
"1096072762790215681",544,"m"
"1096070904201789440",544,"m"
"1083280112425025536",544,"m"
"1096069819407978496",544,"m"
"1113747390144684032",544,"m"
"1096095689266917377",544,"m"
"1100005580591296513",544,"m"
"1107616411550212096",355,"f"
"1096079056091693057",646,"i"
"1096079645659811840",646,"i"
"1083506933066317824",646,"i"
"1107585612071211009",646,"i"
"1096091325466845184",646,"i"
"1096099270300758016",646,"i"
"1096080780843978752",646,"i"
"1096085035847958528",646,"i"
"1096075634726617089",646,"i"
"1096077167040086016",646,"i"
"1080738475748610048",646,"i"
"1096078541027004417",646,"i"
"1098142534046502913",646,"i"
"1096082008193880069",646,"i"
"1096073071344136193",646,"i"
"1096090240484368384",646,"i"
"1083619581963440130",646,"i"
"1096103683635511296",646,"i"
"1096088246986125314",646,"i"
"1080746039307632641",646,"i"
"1095997738997690368",646,"i"
"1083342648285556737",646,"i"
"1096086798936301568",646,"i"
"1096069763153960960",646,"i"
"1096084192163713026",646,"i"
"1096082341414486017",646,"i"
"1096094800892346368",646,"i"
"1099985652974866432",646,"i"
"1096093658858881024",646,"i"
"1083300507731533824",646,"i"
"1096097532986474497",646,"i"
"1096102259799351297",646,"i"
"1096102773274431488",646,"i"
"1096096442383560705",646,"i"
"1096074405250240518",646,"i"
"1096070847465426946",646,"i"
"1083341936235331584",646,"i"
"1096073656625758208",646,"i"
"1096104535515426816",646,"i"
"1096078014264291329",646,"i"
"1096095656308080640",646,"i"
"1096072550885613568",646,"i"
"1096089515691790339",646,"i"
"1096083044782481409",646,"i"
"1100891822728101888",1326,"i"
"1100323666099867649",1930,"f"
"1083271529121619968",1930,"f"
"1100304351413895168",,
"1100298933493026816",907,"f"
"1100151613174493185",793,"m"
"1100083571870625794",613,"i"
"1080476291164528640",613,"i"
"1087623833073405952",1616,"f"
"1083269908878770176",1616,"f"
"1080535925611024385",1616,"f"
"1092328783854612480",1616,"f"
"1100083557169549317",1616,"f"
"1081109599837700101",1616,"f"
"1100080231833047041",,
"1100032330272526336",53,"m"
"1096284546662842369",53,"m"
"1081075320596414465",53,"m"
"1096289688850235394",53,"m"
"1100031795368812544",550,"f"
"1055447950531403776",4,"m"
"1087493988599455745",4,"m"
"1058772935467589634",4,"m"
"1054632277165203456",4,"m"
"1054629208289357824",4,"m"
"1100023377010536448",4,"m"
"1096069991332491264",1873,"m"
"1100019450026344448",1873,"m"
"1100017590594719744",1750,"f"
"1100016189449949185",1225,"i"
"1098143175976370177",1225,"i"
"1100006700508237827",813,"m"
"1096190659126575104",813,"m"
"1096341036597735424",813,"m"
"1054619660711325696",1281,"m"
"1100006464398213121",1281,"m"
"1099995270841024512",1617,"m"
"1099991845952765953",1448,"m"
"1099353794754813952",,
"1097790833993105408",,
"1097787461252628480",1001,"a"
"1096421550998339585",1001,"a"
"1096374179845292033",1001,"a"
"1096374232689360897",1001,"a"
"1097033590452441088",1618,"i"
"1096329899319664641",150,"m"
"1096063859184545792",150,"m"
"1096322685217529856",20,"m"
"1096315891745243136",1532,"f"
"1096309231425327104",,
"1096277950503272449",830,"m"
"1053987795516170240",,
"1096209446093639680",,
"1083478512210767872",,
"1096205303304081408",160,"m"
"1046362560629526528",160,"m"
"1096205248828506113",160,"m"
"1083477789842591745",160,"m"
"1096205732377214976",160,"m"
"1096205361764282368",160,"m"
"1096205487387930624",160,"m"
"1096205664676995072",160,"m"
"1096205463308460034",160,"m"
"1096205533894373376",160,"m"
"1053955455632982016",160,"m"
"1096205593386369024",160,"m"
"1096205769719119873",160,"m"
"1096181715939323904",,
"1096181458883002369",,
"1096142074037063680",171,"f"
"1096103417737605121",,
"1096103233397886976",775,"m"
"1096100327617712128",1486,"m"
"1096097848087715841",21,"f"
"1096083033273389059",,
"1096087206010257415",,
"1096087195910328321",,
"1096085606537592832",1033,"m"
"1096077530862403590",516,"m"
"1096074717486829570",503,"m"
"1096071818052538370",,
"1096070668209262593",1694,"m"
"1095998854594478081",963,"i"
"1081175382282387456",963,"i"
"1092468466148364288",1698,"m"
"1053401533486977026",1499,"m"
"1059414751405662210",1499,"m"
"1059725144787247104",1499,"m"
"1092362206040256512",1499,"m"
"1087342525042561024",1825,"m"
"1092356863096692736",1825,"m"
"1056875701696151552",1768,"m"
"1059431525836562432",1768,"m"
"1092354254067691520",1768,"m"
"1092156272030433281",386,"m"
"1088090756672352256",,
"1087722584341442560",684,"f"
"1087467482510700545",1299,"f"
"1087464318738853889",321,"f"
"1055816372897398784",1748,"i"
"1083267453176692736",1748,"i"
"1087453502702538753",1748,"i"
"1083441963725144064",1748,"i"
"1080427408682033157",1748,"i"
"1080783851176251392",1748,"i"
"1067171898801438720",1748,"i"
"1057285571482210304",1748,"i"
"1073239850369851398",1748,"i"
"1083434630567493632",1748,"i"
"1083438456582389760",1748,"i"
"1083418643176869888",1748,"i"
"1084882533534162944",1748,"i"
"1061278135017193483",1748,"i"
"1083436966807564295",1748,"i"
"1083425304356491265",1748,"i"
"1080962006478479360",1748,"i"
"1083428229564846081",1748,"i"
"1083600523616550912",1748,"i"
"1058692259976228865",1748,"i"
"1083442588500328448",1748,"i"
"1083422441580490752",1748,"i"
"1083457218412978176",1748,"i"
"1083460669150806018",1748,"i"
"1062449459664244736",1748,"i"
"1083434007709315075",1748,"i"
"1083452603621691392",1748,"i"
"1067432973580914690",1748,"i"
"1083347524906307584",1748,"i"
"1083446438992973826",1748,"i"
"1083300742671331329",1748,"i"
"1083447519605129222",1748,"i"
"1083445660727300097",1748,"i"
"1083693905193959424",1748,"i"
"1083451308215058432",1748,"i"
"1087302107408056321",1748,"i"
"1066836954019450880",1748,"i"
"1084791961679249408",1748,"i"
"1083314477389500416",1748,"i"
"1083432623555383298",1748,"i"
"1083454237927985152",1748,"i"
"1083423760659763201",1748,"i"
"1080820884577964032",1748,"i"
"1066913460703961088",211,"m"
"1081061820901793793",211,"m"
"1080853151144656896",211,"m"
"1087340737996431365",211,"m"
"1058723395410505728",211,"m"
"1066964602188152833",211,"m"
"1080435030663577600",211,"m"
"1083591344289996801",211,"m"
"1080835129101242368",211,"m"
"1083268414368636930",211,"m"
"1083349764316504064",211,"m"
"1087335461947953152",1080,"f"
"1083274613243691008",,
"1087318151350624257",,
"1087311578276483073",,
"1080428013693689857",,
"1081101662733979648",312,"m"
"1059357869051731968",312,"m"
"1083454914293125121",312,"m"
"1084794166813605888",312,"m"
"1083721527231766528",,
"1083619218262757377",,
"1083388348364976128",,
"1083622311096401920",,
"1083622364523515904",,
"1083619300458549248",,
"1083621606163996672",,
"1083619801782779906",1938,"f"
"1083428533756723201",1823,"m"
"1083470965164699648",1823,"m"
"1083470084637687809",1289,"m"
"1083444845295878146",932,"m"
"1083454748848726016",932,"m"
"1054625153068515328",932,"m"
"1081082033156308993",1396,"m"
"1083432085879164928",1396,"m"
"1053914031587819520",1396,"m"
"1083342781173637120",1861,"i"
"1083422648787501057",1861,"i"
"1083401156322381830",1505,"a"
"1083401012705144834",1969,"f"
"1083397852095832064",1692,"i"
"1083364694780506112",798,"f"
"1083344498774691840",1695,"m"
"1067755207776501760",1695,"m"
"1083347110391701506",1695,"m"
"1083344720313634816",1695,"m"
"1066988028638433280",324,"i"
"1083342383994073088",324,"i"
"1083326664858320896",615,"f"
"1081053665945939969",615,"f"
"1067432998377742336",780,"a"
"1083295479268601856",780,"a"
"1083283736798613505",265,"m"
"1081488890693910528",738,"f"
"1081275461374758912",74,"f"
"1081242171255209984",72,"m"
"1081185491632963586",1036,"i"
"1081123669341028352",1366,"a"
"1081105839732211712",1572,"a"
"1081083518409678849",584,"m"
"1081076601612353536",872,"f"
"1067172062853296128",486,"f"
"1080911167919411200",486,"f"
"1067155614198042637",49,"f"
"1080903708139970561",49,"f"
"1080884949601972224",1096,"m"
"1080884046379581441",1928,"f"
"1080525127358533633",1928,"f"
"1080822260297072641",1928,"f"
"1080857408270946304",1068,"m"
"1080741027491794946",,
"1080533746208653312",518,"m"
"1080451168881598464",649,"f"
"1070305859861925888",62,"m"
"1067433430596575237",936,"i"
"1053879236900077568",936,"i"
"1067426071086157826",972,"m"
"1067398463678230535",1754,"m"
"1067333330780213248",687,"m"
"1067181419343032322",186,"f"
"1061288725722923008",186,"f"
"1067108906508476416",1808,"f"
"1059340175560581120",1308,"m"
"1060101147548102657",1308,"m"
"1066988514972188672",1308,"m"
"1066973168089337857",851,"m"
"1066952950172532736",1632,"m"
"1066946065373569024",331,"m"
"1059351667861348353",1567,"m"
"1060103676138799104",1567,"m"
"1054374178441359361",1567,"m"
"1059741432343420928",65,"a"
"1059455132054765568",1059,"f"
"1059455450528256000",1059,"f"
"1055466412779757568",1059,"f"
"1055168389273001986",1059,"f"
"1059346958995939335",1795,"m"
"1059342902097272832",1053,"m"
"1059342857587318784",1053,"m"
"1055128425294376961",1053,"m"
"1054770445788966912",1053,"m"
"1053014995896811521",1053,"m"
"1057043999008133128",,
"1057619367679221760",,
"1058847798249033728",,
"1057609090527039488",,
"1056962416544792577",217,"f"
"1054438585812873217",217,"f"
"1054795511612497920",,
"1054676194531180545",1131,"m"
"1054377696938127360",703,"f"
"1054268864618553344",136,"f"
"1054053390118989830",848,"f"
"1053987961388326912",1872,"f"
"1053970062296662016",1623,"m"
"1053901753471692800",1803,"i"
"1053689606598729729",,
"1053689046449438723",647,"i"
"1053687554036391937",,
"1053584797908512768",1663,"f"
"1053528576895713280",,
"1053217987388456960",752,"m"
"1053152734944419840",1920,"a"
"1052881041403375616",1920,"a"
"1052965891468652545",366,"a"
"1052904124520562688",1800,"m"
"1052903355633274880",1352,"m"
"1052899107617067008",1392,"i"
"1052826311113302016",710,"m"
"1046362233452867585",1449,"m"
